Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,74 1028,Engine 2,2407.30,2791.00,0,0.00,INSPECTION,,,,"ENGINE - SYSTEMS - IGNITION SYSTEM - EXAMINE THE IGNITION CABLES FOR CHAFING, WEAR AND INSTALLATION",,,,,,,,07/12/2025,2035.90,,2293.00,,0,0,400.00,0,0.00,0.00,,,40.00,0,,0.00,,,2435.90,,,,,,,,,,,,28.60,,,,,,,,No,10+ Days,,09/22/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,74 1035,Engine 2,2407.30,2791.00,0,0.00,INSPECTION,,,,ENGINE - SYSTEMS - IGNITION SYSTEM - EXAMINE THE INBOARD SPARK IGNITER FOR CLEANLINESS ANDEROSION. DO A FUNCTIONAL CHECK,,,,,,,,07/12/2025,2035.90,,2293.00,,0,0,400.00,0,0.00,0.00,,,40.00,0,,0.00,,,2435.90,,,,,,,,,,,,28.60,,,,,,,,No,10+ Days,,09/22/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,05 0020-,Airframe,5356.80,,6664,,INSPECTION,,INSPECT,,PHASE 2 SCHEDULED INSPECTION PROGRAM - INSPECTION/CHECK,Rev 12.1 Feb 06 2023,,,,,,,06/17/2025,4595.60,5781,,,0,0,800.00,0,0.00,0.00,,,20.00,,,,,,5395.60,,,,,,,,,,,,38.80,,,,,,,,No,10+ Days,,09/23/2026,,,,,,,,,,Revision B200,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,72 0023,Engine 2,8897.30,10306.00,,,INSPECTION,None,RII,,(RII)         NO. 1 ENGINE - ENGINE HOT SECTION INSPECTION,,,,,,,,01/26/2023,7136.50,,8271.00,,0,0,1800.00,0,0.00,0.00,,30,50.00,,,,,,8936.50,,,,,,,,,,,,39.20,,,,,,,,No,10+ Days,,09/23/2026,,,,,,,,,,RII,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,72 0023,Engine 1,8897.30,10306.00,,,INSPECTION,None,RII,,(RII)         NO. 1 ENGINE - ENGINE HOT SECTION INSPECTION,,,,,,,,01/26/2023,7136.50,,8271.00,,0,0,1800.00,0,0.00,0.00,,30,50.00,,,,,,8936.50,,,,,,,,,,,,39.20,,,,,,,,No,10+ Days,,09/23/2026,,,,,,,,,,RII,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,72 0111,Engine 2,8897.30,10306.00,,,INSPECTION,,,,SECOND -STAGE POWER TURBINE DISK - DO A BORESCOPE INSPECTION FOR DAMAGE ON THE DISK,SB3003,,,,,,"NOTE: IF YOU FIND FRETTING WEAR ON THE POWER TURBINE DISK FACE, SEND THE ENGINE OR THE POWER SECTION TO A P&WC APPROVED OVERHAUL FACILITY.",,,,,,0,0,1800.00,0,0.00,0.00,0,0,50.00,0,0.00,0.00,,,8936.50,,,,,,,,,,,,39.20,,,,,,,,No,10+ Days,,09/23/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,72 0111,Engine 1,8897.30,10306.00,,,INSPECTION,,,,SECOND-STAGE POWER TURBINE DISK - DO A BORESCOPE INSPECTION FOR DAMAGE ON THE DISK,SB3003,,,,,,"NOTE: IF YOU FIND FRETTING WEAR ON THE POWER TURBINE DISK FACE, SEND THE ENGINE OR THE POWER SECTION TO A P&WC APPROVED OVERHAUL FACILITY.",,,,,,0,0,1800.00,0,0.00,0.00,0,0,50.00,0,0.00,0.00,,,8936.50,,,,,,,,,,,,39.20,,,,,,,,No,10+ Days,,09/23/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,72 0112,Engine 2,8897.30,10306.00,,,INSPECTION,,,,TURBINE EXHAUST CASE INNER SUPPORT - DO A BORESCOPE INSPECTION FOR CRACKS OR LOOSE MATERIAL.,SB3003,,,,,,"NOTE: IF YOU FIND CRACKS OR LOOSE MATERIAL, SEND THE ENGINE OR THE POWER SECTION TO A P&WC APPROVED OVERHAUL FACILITY.",,,,,,0,0,1800.00,0,0.00,0.00,0,0,50.00,0,0.00,0.00,,,8936.50,,,,,,,,,,,,39.20,,,,,,,,No,10+ Days,,09/23/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,72 0112,Engine 1,8897.30,10306.00,,,INSPECTION,,,,TURBINE EXHAUST CASE INNER SUPPORT - DO A BORESCOPE INSPECTION FOR CRACKS OR LOOSE MATERIAL.,SB3003,,,,,,"NOTE: IF YOU FIND CRACKS OR LOOSE MATERIAL, SEND THE ENGINE OR THE POWER SECTION TO A P&WC APPROVED OVERHAUL FACILITY.",,,,,,0,0,1800.00,0,0.00,0.00,0,0,50.00,0,0.00,0.00,,,8936.50,,,,,,,,,,,,39.20,,,,,,,,No,10+ Days,,09/23/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,73 1020,Engine 1,1427.80,1046.00,,,INSPECTION,,RII,,NO. 1 ENGINE - CLEAN FUEL NOZZLES,,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,73 1025,Engine 1,1427.80,1046.00,,,INSPECTION,,,,NO. 1 ENGINE - LEAK/FUNCTIONAL TEST FUEL NOZZLES,,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,74 0020,Engine 1,1427.80,1046.00,,,INSPECTION,,RII,,NO. 1 ENGINE - CHECK IGNITION EXCITER FOR INSTALLATION AND CONDITION,,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,74 0020,Engine 2,1427.80,1046.00,,,INSPECTION,,RII,,NO. 2 ENGINE - CHECK IGNITION EXCITER FOR INSTALLATION AND CONDITION,,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,74 0030,Engine 1,1427.80,1046.00,,,INSPECTION,,RII,,"NO. 1 ENGINE - CHECK IGNITION CABLES FOR CHAFING, WEAR AND INSTALLATION",,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,74 0030,Engine 2,1427.80,1046.00,,,INSPECTION,,,,"NO. 2 ENGINE - CHECK IGNITION CABLES FOR CHAFING, WEAR AND INSTALLATION",,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,74 0040,Engine 1,1427.80,1046.00,,,INSPECTION,,,,NO. 1 ENGINE - CHECK SPARK IGNITER FOR CLEANLINESS AND EROSION. CHECK FUNCTION,,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,74 0040,Engine 2,1427.80,1046.00,,,INSPECTION,,,,NO. 2 ENGINE - CHECK SPARK IGNITER FOR CLEANLINESS AND EROSION. CHECK FUNCTION,,,,,,,,07/23/2024,1079.60,,752.00,,,,400.00,,,,,,40.00,,,,,,1479.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,05 -25-03,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,Routine Inspections,,ACCOMPLISH PHASE 3 INSPECTION,,,,,,,"PHASE 1,2,3,4 HAS BEEN PERFORMED BY TEXTRON AVIATION AT THE SAME TIME. MANUAL INTERVAL ADJUSTMENT COMPLETED BY OVERWRITING NEXT DUE by ANDRAS FOTH - this note shall be removed once Phase 3 is completed and interval has been reset to 800 hour by FW records.",02/18/2025,2812.20,3379,,,,24,600.00,,,,,,20.00,,,,02/28/2027,,3412.20,,,,,,,,25,,5,,31.50,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,34 GOM,Airframe,10049.40,,11832,,INSPECTION,,FAR 91.171,,VOR  30 DAY CHECK,,,,,,,,08/25/2026,10022.40,11808,,,30,0,,0,0.00,0.00,0,0,,0,0.00,0.00,09/24/2026,,,,,,,,,,21,,0,,,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,PILOT GOM,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,73 1030,Engine 1,3380.70,4140.00,0,0.00,PART,Life Limited,RII,PZ1075,(RII) ENGINE - REPLACE FUEL PUMP OUTLET FILTER,,3059779-01,No Lot Number,,,,,02/18/2025,2812.20,,3379.00,,,,600.00,,,,,,60.00,,,,,,3412.20,,,,,,,,,,,,31.50,,,,,,,,No,10+ Days,,09/24/2026,,,,0.00,,,,,,RII,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,73 1030,Engine 2,2407.30,2791.00,0,0.00,PART,Life Limited,RII,1074,(RII) ENGINE - REPLACE FUEL PUMP OUTLET FILTER,,3059779-01,NO LOT,,,,,02/18/2025,1838.80,,2030.00,,,,600.00,,,,,,60.00,,,,,,2438.80,,,,,,,,,,,,31.50,,,,,,,,No,10+ Days,,09/24/2026,,,,0.00,,,,,,RII,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,73 1040,Engine 1,3380.70,4140.00,0,0.00,INSPECTION,,,PZ1075,ENGINE - CHECK/CLEAN/REPLACE FUEL PUMP INLET SCREEN,,,,,,,,02/18/2025,2812.20,,3379.00,,,,600.00,,,,,,60.00,,,,,,3412.20,,,,,,,,,,,,31.50,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,73 1040,Engine 2,2407.30,2791.00,0,0.00,INSPECTION,,,1074,ENGINE - CHECK/CLEAN/REPLACE FUEL PUMP INLET SCREEN,,,,,,,,02/18/2025,1838.80,,2030.00,,,,600.00,,,,,,60.00,,,,,,2438.80,,,,,,,,,,,,31.50,,,,,,,,No,10+ Days,,09/24/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,12 2000,Airframe,10049.40,,11832,,INSPECTION,,,,COMPLY WITH 200 HR LUBE ITEMS,,,,,,,[20 HOUR WINDOW],06/12/2026,9898.90,11675,,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,25 0001,Airframe,10049.40,,11832,,INSPECTION,,INSPECT,,SIDE-FACING DIVAN AND DRAWERS INSPECTION,,,,,,,[20 HOUR WINDOW],06/08/2026,9898.90,11675,,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,ICA,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,53 2005,Airframe,10049.40,,11832,,INSPECTION,,INSPECT,,RAISBECK DUAL AFT BODY STRAKES INSPECTION,,,,,,,[20 HOUR WINDOW],06/09/2026,9898.90,11675,,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,ICA,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,57 2005.1,Airframe,10049.40,,11832,,INSPECTION,,INSPECT,,LEFT RAISBECK WING LOCKER INSPECTION,,,,,,,[20 HOUR WINDOW],06/02/2026,9898.90,11675,,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,ICA,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,57 2005.2,Airframe,10049.40,,11832,,INSPECTION,,INSPECT,,RIGHT RAISBECK WING LOCKER INSPECTION,,,,,,,[20 HOUR WINDOW],06/02/2026,9898.90,11675,,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,ICA,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,57 9090,Airframe,10049.40,,11832,,INSPECTION,,INSPECT,,BOUNDARY LAYER RESEARCH WINGLETS & GUNNEY FLAP INSPECTION,,,,,,,[20 HOUR WINDOW],06/09/2026,9898.90,11675,,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,71 0009,Airframe,10049.40,,11832,,INSPECTION,,,,LH RAISBECK RAM AIR RECOVERY SYSTEM PERIODIC INSPECTION,,,,,,,,06/09/2026,9898.90,11675,,,0,0,200.00,0,0.00,0.00,0,0,20.00,0,0.00,0.00,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,ICA,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,71 0009,Airframe,10049.40,,11832,,INSPECTION,,,,RH RAISBECK RAM AIR RECOVERY SYSTEM PERIODIC INSPECTION,,,,,,,,06/09/2026,9898.90,11675,,,0,0,200.00,0,,,0,0,20.00,0,,,,,10098.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,ICA,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,72 0011,Engine 1,4855.40,4515.00,,,INSPECTION,,RECURRING,,NO. 1 ENGINE - COMPLY WITH APPLICABLE PORTIONS P&W PERIODIC INSP GUIDE,"Revision: 74.0 (Jan 6, 2025)",,,,,,,06/14/2026,4704.90,,4358.00,,,,200.00,,,,,,20.00,,,,,,4904.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,72 0011,Engine 2,4978.80,6179.00,,,INSPECTION,,RECURRING,,NO. 2 ENGINE - COMPLY WITH APPLICABLE PORTIONS P&W PERIODIC INSP GUIDE.,"Revision: 74.0 (Jan 6, 2025)",,,,,,,06/12/2026,4828.30,,6022.00,,,,200.00,,,,,,20.00,,,,,,5028.30,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,72 0013,Engine 1,4855.40,4515.00,,,INSPECTION,,,,NO. 1 ENGINE - ENGINE PERFORMANCE RECOVERY WASH,,,,,,,,06/15/2026,4704.90,,4358.00,,,,200.00,,,,,,20.00,,,,,,4904.90,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,72 0013,Engine 2,4978.80,6179.00,,,INSPECTION,,,,NO. 2 ENGINE - ENGINE PERFORMANCE RECOVERY WASH.,,,,,,,,06/15/2026,4828.30,,6022.00,,,,200.00,,,,,,20.00,,,,,,5028.30,,,,,,,,,,,,49.50,,,,,,,,No,10+ Days,,09/25/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,79 0070,Engine 2,2407.30,2791.00,0,0.00,INSPECTION,,,1074,ENGINE - CHECK SCAVENGE OIL PUMP INLET SCREEN,,,,,,,,11/19/2019,1441.70,,1490.00,,,,1000.00,,,,,,100.00,,,,,,2441.70,,,,,,,,,,,,34.40,,,,,,,,No,10+ Days,,09/26/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,25 6076,Airframe,1427.80,,1046,,PART,Expiration,,,FIRST AID KIT,,21324,A21750926,,,,,04/13/2026,1265.40,891,,,,,,,,,,,,,,,09/26/2026,,,,,,,,,,23,,0,,,,,,,,,,No,10+ Days,,09/26/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,25 6077,Airframe,1427.80,,1046,,INSPECTION,,,FAK,INSPECT FIRST AID KIT,,21324,A21750926,,,,,04/13/2026,1265.40,891,,,,12,,,,,,,,,,,09/26/2026,,,,,,,,,,23,,0,,,,,,,,,,No,10+ Days,,09/26/2026,,,,,,,,,,,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,00 0624 STC,Airframe,4401.10,0.00,5061,0.00,INSPECTION,,INFORMATIONAL,,FW RECORDS - LIFEPORT UNIT - STC SA00273WI - CHECK FOR LATEST REVISION ICA EGR-677-12,,,,,,,https://lifeport.com/pages/document-library,07/30/2026,4360.10,5003,,,60,0,,0,0.00,0.00,0,7,,0,0.00,0.00,09/28/2026,,,,,,,,,,25,,0,,,,,,,,,,No,10+ Days,,09/28/2026,,,,,,,,,,CUSTOM TASKS; ICA,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,12 2001,Airframe,5356.80,,6664,,INSPECTION,,LUB,,COMPLY WITH 400 HR LUBE ITEMS,,,,,,,[40 HOUR WINDOW]  [CUSTOM FREQUENCY],03/02/2026,5008.60,6250,,,0,0,400.00,0,0.00,0.00,,,40.00,,,,,,5408.60,,,,,,,,,,,,51.80,,,,,,,,No,10+ Days,,09/29/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,25 3001,Airframe,10049.40,,11832,,INSPECTION,,INSPECT,,SPECTRUM AEROMED INSTALLATION 12 MO INSPECTION,253001,,,,,,,09/25/2025,9283.00,11005,,,0,12,,0,0.00,0.00,,30,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,25 6000,Airframe,10049.40,,11832,,INSPECTION,,,ELT,EMERGENCY LOCATOR TRANSMITTER 12 MONTH INSPECTION IAW  GOM & FAR 91.207 D,,,,,,,,09/25/2025,9283.00,11005,,,0,12,,0,0.00,0.00,,,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,26 22-00-2100,Airframe,5356.80,,6664,,INSPECTION,,,,CABIN PORTABLE FIRE EXTINGUISHER - MONTHLY INSPECTION,,,,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",08/26/2026,5343.00,6646,,,0,1,,0,0.00,0.00,,,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,26 22-00-2100,Airframe,10049.40,,11832,,INSPECTION,,,,CABIN PORTABLE FIRE EXTINGUISHER - MONTHLY INSPECTION,,,,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",08/26/2026,10024.80,11810,,,0,1,,0,0.00,0.00,,,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,26 22-00-2101,Airframe,5356.80,,6664,,INSPECTION,,,,COCKPIT PORTABLE FIRE EXTINGUISHER - MONTHLY INSPECTION,,,,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",08/26/2026,5343.00,6646,,,0,1,,0,0.00,0.00,,,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,26 22-00-2101,Airframe,10049.40,,11832,,INSPECTION,,,,COCKPIT PORTABLE FIRE EXTINGUISHER - MONTHLY INSPECTION,,,,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",08/26/2026,10024.80,11810,,,0,1,,0,0.00,0.00,,,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,34,Airframe,1427.80,,1046,,INSPECTION,,,,PROLINE FUSION NAV DATA,,,,,,,Updated Rockwell Collins Fusion Nav Data IAW manufactures instructions.,08/30/2026,1420.00,1040,,,0,0,,0,0.00,0.00,0,0,,0,0.00,0.00,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,34,Airframe,5356.80,,6664,,INSPECTION,,,,ROCKWELL COLLINS J5 NAVDATA UPDATE,,,,,,,Updated Rockwell Collins Nav Database.  All Work Completed IAW Manufacture Instructions.,08/31/2026,5354.20,6661,,,0,0,,0,0.00,0.00,0,0,,0,0.00,0.00,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,34 0676,Airframe,4401.10,0.00,5061,0.00,INSPECTION,,,PS-835D,"6 MTH INSPECTION OF STANDBY POWER SUPPLY PS-835D (MM 34-25-07, LJ-2069 and After)",,501-1228-04,80434,,,,,03/31/2026,4193.30,4792,,,,6,,,,,,6,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,34 0679,Airframe,4401.10,0.00,5061,0.00,INSPECTION,,,PS-835D,"12 MTH CAPACITY TEST STANDBY POWER SUPPLY PS-835D (MM 34-25-07, LJ-2069 and After)",,501-1228-04,80434,,,,,09/27/2025,3925.50,4436,,,,12,,,,,,12,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,34 1001,Airframe,10049.40,,11832,,INSPECTION,,,,PROLINE 21 J7 AMERICA AND E-MAPS DATABASE UPDATE,,,,,,,Updated Rockwell Collins J7 & E-Maps Database. All Work Completed IAW Manufactures Instructions.,08/26/2026,10024.80,11810,,,0,0,,0,0.00,0.00,,,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,34 1001,Airframe,10368.60,,12197,,INSPECTION,,,,PROLINE 21 J7 AMERICA AND E-MAPS DATABASE UPDATE,,,,,,,Updated Jepp View Database. All Work Completed IAW Manufactures Instructions.,09/03/2026,10368.60,12197,,,0,0,,0,0.00,0.00,,,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,35 CH 5-7.6.1,Airframe,1427.80,,1046,,INSPECTION,,,,MONTHLY PORTABLE OXYGEN BOTTLE EXCHANGE WITH VENDOR SERVICED UNIT,GMM,,,,,,"Medical  ""E"" Cylinder Hydro Date: 10__/____ 23 Expirers 10__/____. 28 No Discrepancies Noted at this Time. All Work Completed IAW ILF GMM.",08/30/2026,1420.00,1040,,,0,1,,0,0.00,0.00,0,0,,0,0.00,0.00,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,PILOT GOM,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,55,Airframe,10049.40,,11832,,INSPECTION,,SAFETY,,Self directed pre winter inspection of Elevator Trim Tab for possible freezing issue.,,,,,,,,09/30/2025,9283.00,11005,,,0,12,,0,0.00,0.00,0,30,,0,0.00,0.00,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,57 1000,Airframe,10049.40,,11832,,INSPECTION,,,,INSPECT NACELLE SPLICE PLATES FOR CONDITION AND CORROSION,"SIRM 57-17-03, 201",,,,,,,09/25/2025,9283.00,11005,,,0,12,,0,0.00,,,12,,,,,09/30/2026,,,,,,,,,,27,,0,,,,,,,,,,No,10+ Days,,09/30/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,25 60-805,Airframe,5356.80,,6664,,PART,Expiration,EXPIRATION,ELT,EMERGENCY LOCATOR TRANSMITTER (ELT) BATTERY REPLACEMENT,,452-0130 REV R,1006056-021,,,,,10/16/2024,4190.40,5318,,,0,0,,0,0.00,0.00,,,,,,,10/01/2026,,,,,,,,,,28,,0,,,,,,,,,,No,10+ Days,,10/01/2026,0,,,0.00,,,0,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,34,Airframe,5356.80,,6664,,INSPECTION,,,,AVIDYNE NAV DATA/OBSTACLES DATABASE UPDATE,,,,,,,Updated Avidyne / Jeppesen Nav-Data and Obstacle Database. All Work Completed IAW Manufacture Instructions.,08/31/2026,5354.20,6661,,,0,0,,0,0.00,0.00,0,0,,0,0.00,0.00,10/01/2026,,,,,,,,,,28,,0,,,,,,,,,,No,10+ Days,,10/01/2026,,,,,,,,,,,
